battery_id,cycle,cell_voltage,pack_voltage,pack_current,cell_temperature,soc,dod,c_rate,soh_pct,rul_cycles
1,201,3.234,355.73,30.5,37.3,70.9,38.5,0.3,99.18,4316
1,202,3.216,353.77,86.5,25.9,71.9,31.1,0.86,99.18,4315
1,203,3.216,353.77,61.94,45.6,68.9,32.5,0.62,99.17,4314
1,204,3.197,351.67,38.88,33.5,62.8,49.1,0.39,99.17,4313
1,205,3.256,358.21,24.85,25.6,76.4,31.3,0.25,99.17,4313
1,206,3.181,349.96,126.37,44.9,67.7,37.6,1.26,99.16,4310
1,207,3.183,350.17,93.23,34.7,65.8,52.6,0.93,99.15,4009
1,208,3.226,354.91,38.88,30.4,71.1,49.1,0.39,99.14,4149
1,209,3.229,355.21,65.04,35.1,73.7,37.2,0.65,99.14,4182
1,210,3.218,353.94,34.36,29.6,67.3,42.9,0.34,99.14,4306
1,211,3.22,354.22,82.43,37.1,72.6,31.4,0.82,99.13,4305
1,212,3.216,353.8,32.05,40.3,66.4,40.5,0.32,99.13,4304
1,213,3.237,356.02,27.61,25.5,70.8,34.7,0.28,99.13,4304
1,214,3.256,358.18,24.71,40.9,76.3,31.1,0.25,99.13,4303
1,215,3.247,357.19,29.54,30.3,74.6,37.2,0.3,99.12,4303
1,216,3.144,345.79,88.51,39.2,54.4,75.4,0.89,99.11,3928
1,217,3.207,352.74,36.84,33.8,64.9,46.3,0.37,99.11,4072
1,218,3.241,356.46,27.82,41.4,72.1,35.2,0.28,99.1,4224
1,219,3.215,353.69,89.24,39.4,72.9,38.0,0.89,99.1,4019
1,220,3.26,358.55,24.92,34.2,77.5,31.2,0.25,99.09,4286
1,221,3.237,356.08,55.12,36.3,74.0,27.0,0.55,99.09,4296
1,222,3.246,357.07,49.5,43.1,76.8,34.8,0.49,99.09,4295
1,223,3.216,353.77,48.3,34.2,68.2,39.9,0.48,99.08,4294
1,224,3.227,355.01,92.59,36.9,76.8,34.7,0.93,99.08,4292
1,225,3.249,357.41,31.16,35.6,75.7,39.3,0.31,99.07,4292
1,226,3.255,358.06,20.76,44.8,75.0,26.3,0.21,99.07,4291
1,227,3.218,353.93,35.8,43.2,67.7,45.0,0.36,99.07,4290
1,228,3.22,354.25,30.97,44.6,67.2,39.0,0.31,99.06,4289
1,229,3.206,352.66,87.78,32.8,69.2,31.7,0.88,99.06,4288
1,230,3.232,355.51,47.26,43.4,72.9,42.4,0.47,99.05,4287
1,231,3.231,355.43,27.82,36.2,69.3,35.1,0.28,99.05,4287
1,232,3.233,355.64,43.61,46.2,71.7,33.2,0.44,99.05,4286
1,233,3.226,354.86,31.94,28.2,69.1,40.5,0.32,99.05,4285
1,234,3.204,352.46,88.78,27.8,70.7,48.4,0.89,99.04,4284
1,235,3.176,349.39,60.08,44.4,60.0,56.4,0.6,99.03,4066
1,236,3.211,353.22,50.34,41.3,66.8,37.9,0.5,99.02,4060
1,237,3.196,351.54,41.27,38.9,62.9,51.9,0.41,99.02,4010
1,238,3.203,352.37,127.05,31.8,74.0,36.8,1.27,99.01,3877
1,239,3.231,355.4,61.1,27.6,72.8,27.2,0.61,99.01,4137
1,240,3.247,357.14,30.37,29.5,74.7,38.5,0.3,99.01,4277
1,241,3.236,355.93,35.39,34.5,72.1,38.8,0.35,99.01,4276
1,242,3.23,355.33,53.36,34.1,71.8,30.4,0.53,99.0,4276
1,243,3.204,352.49,46.39,23.2,66.4,58.1,0.46,99.0,4275
1,244,3.2,351.97,49.39,40.5,64.5,45.9,0.49,99.0,4274
1,245,3.227,355.02,29.31,29.9,68.7,37.1,0.29,98.99,4273
1,246,3.244,356.87,54.42,33.0,76.7,31.9,0.54,98.99,4273
1,247,3.237,356.08,34.79,37.8,73.0,43.8,0.35,98.99,4272
1,248,3.256,358.21,26.73,39.5,76.9,33.6,0.27,98.98,4271
1,249,3.22,354.24,126.2,37.3,79.1,29.0,1.26,98.98,4270
1,250,3.214,353.53,31.94,22.7,65.7,40.2,0.32,98.98,4270
1,251,3.257,358.27,29.28,26.2,77.2,29.8,0.29,98.98,4270
1,252,3.197,351.69,43.22,34.6,63.7,54.1,0.43,98.97,4268
1,253,3.151,346.66,89.39,51.0,56.9,66.2,0.89,98.95,3643
1,254,3.217,353.82,52.98,46.6,68.7,38.3,0.53,98.94,3593
1,255,3.215,353.62,31.73,24.4,65.9,39.7,0.32,98.94,3864
1,256,3.229,355.18,40.29,21.9,70.9,40.4,0.4,98.94,4133
1,257,3.211,353.2,50.57,37.5,67.8,46.2,0.51,98.94,4084
1,258,3.191,351.04,88.93,39.9,67.1,48.0,0.89,98.93,3667
1,259,3.228,355.13,32.36,28.5,69.8,40.5,0.32,98.92,3909
1,260,3.226,354.91,30.15,38.1,68.5,36.6,0.3,98.92,4097
1,261,3.227,355.02,92.08,27.1,76.1,25.6,0.92,98.92,4257
1,262,3.209,352.95,59.36,27.0,67.5,40.1,0.59,98.92,4256
1,263,3.211,353.16,34.86,25.8,65.6,43.6,0.35,98.91,4256
1,264,3.213,353.42,89.83,44.7,73.0,44.3,0.9,98.9,4015
1,265,3.248,357.32,26.96,31.0,74.3,33.7,0.27,98.9,4253
1,266,3.221,354.29,31.74,41.0,67.5,39.8,0.32,98.9,4252
1,267,3.244,356.86,38.68,25.6,75.2,39.9,0.39,98.9,4252
1,268,3.181,349.9,45.5,23.0,59.6,57.0,0.46,98.89,4251
1,269,3.177,349.42,46.12,35.7,58.5,58.1,0.46,98.89,4250
1,270,3.249,357.43,36.03,22.1,76.1,36.2,0.36,98.89,4249
1,271,3.247,357.12,39.41,45.8,75.8,37.4,0.39,98.88,4248
1,272,3.219,354.06,40.4,38.5,68.7,46.3,0.4,98.88,4247
1,273,3.228,355.11,28.83,39.5,68.8,36.5,0.29,98.87,4246
1,274,3.244,356.88,56.32,27.4,77.0,31.6,0.56,98.87,4246
1,275,3.232,355.47,38.11,43.9,71.1,38.2,0.38,98.87,4245
1,276,3.256,358.13,35.17,24.4,77.7,30.6,0.35,98.87,4245
1,277,3.259,358.49,27.13,45.9,77.9,34.2,0.27,98.86,4244
1,278,3.268,359.44,29.38,29.3,81.0,25.8,0.29,98.86,4244
1,279,3.265,359.17,33.8,41.8,80.8,26.1,0.34,98.86,4243
1,280,3.231,355.37,39.06,26.8,70.2,31.7,0.39,98.86,4243
1,281,3.223,354.55,32.26,39.3,68.4,40.6,0.32,98.85,4242
1,282,3.206,352.67,36.04,43.1,64.6,45.3,0.36,98.85,4241
1,283,3.216,353.76,37.47,24.5,67.6,47.0,0.37,98.85,4240
1,284,3.193,351.23,90.92,49.0,68.2,51.3,0.91,98.83,4190
1,285,3.248,357.28,29.29,40.2,74.8,36.9,0.29,98.83,4236
1,286,3.248,357.32,25.09,41.8,73.8,31.3,0.25,98.82,4236
1,287,3.204,352.47,35.77,42.8,64.1,45.2,0.36,98.82,4234
1,288,3.235,355.89,36.75,34.2,73.1,46.6,0.37,98.82,4234
1,289,3.242,356.6,39.24,34.7,73.6,31.3,0.39,98.81,4233
1,290,3.243,356.72,35.32,41.1,74.4,40.2,0.35,98.81,4232
1,291,3.257,358.26,34.43,22.0,77.9,28.2,0.34,98.81,4232
1,292,3.24,356.38,48.08,30.3,74.3,32.5,0.48,98.81,4232
1,293,3.232,355.56,57.39,32.9,74.1,40.5,0.57,98.8,4231
1,294,3.225,354.76,41.66,23.5,69.4,35.7,0.42,98.8,4230
1,295,3.242,356.61,27.73,22.3,72.2,32.2,0.28,98.8,4230
1,296,3.231,355.45,34.53,42.6,71.2,42.4,0.35,98.8,4229
1,297,3.141,345.46,103.21,34.2,55.4,66.6,1.03,98.78,4226
1,298,3.241,356.46,32.04,29.6,73.2,40.2,0.32,98.78,4226
1,299,3.201,352.09,53.89,35.0,66.1,55.0,0.54,98.78,4224
1,300,3.213,353.44,41.87,40.8,68.0,52.5,0.42,98.77,4223
1,301,3.264,359.04,27.37,39.7,79.2,21.9,0.27,98.77,4223
1,302,3.248,357.26,30.62,37.1,75.1,38.5,0.31,98.76,4222
1,303,3.193,351.25,45.56,44.3,62.5,48.9,0.46,98.76,4220
1,304,3.244,356.89,37.52,34.2,74.8,37.5,0.38,98.75,4220
1,305,3.174,349.16,47.65,34.6,58.1,59.7,0.48,98.75,4219
1,306,3.257,358.32,30.17,23.5,77.6,30.8,0.3,98.75,4218
1,307,3.199,351.92,36.92,42.1,63.1,46.5,0.37,98.74,4217
1,308,3.249,357.34,60.12,26.2,78.9,25.9,0.6,98.74,4217
1,309,3.161,347.76,52.69,30.1,55.2,66.4,0.53,98.73,4215
1,310,3.253,357.85,43.37,31.7,77.8,24.7,0.43,98.73,4215
1,311,3.235,355.85,34.98,38.3,71.7,37.6,0.35,98.73,4214
1,312,3.19,350.93,55.34,24.7,63.9,62.8,0.55,98.73,4213
1,313,3.218,353.94,47.14,30.4,69.2,45.6,0.47,98.72,4212
1,314,3.237,356.1,26.94,43.3,70.9,34.0,0.27,98.72,4212
1,315,3.229,355.22,46.02,30.3,72.1,43.3,0.46,98.72,4211
1,316,3.219,354.13,31.28,23.0,67.0,39.5,0.31,98.71,4211
1,317,3.255,358.06,26.5,34.8,76.4,33.2,0.27,98.71,4210
1,318,3.199,351.89,60.27,37.3,65.7,47.3,0.6,98.71,4209
1,319,3.234,355.72,61.59,35.4,74.6,35.9,0.62,98.7,4208
1,320,3.24,356.41,29.2,43.6,72.4,36.9,0.29,98.7,4207
1,321,3.21,353.11,33.44,45.9,65.1,42.1,0.33,98.69,4206
1,322,3.229,355.2,35.04,46.3,70.7,44.0,0.35,98.69,4205
1,323,3.234,355.7,29.64,37.8,70.4,36.0,0.3,98.69,4204
1,324,3.205,352.58,112.72,43.5,73.5,42.5,1.13,98.67,4100
1,325,3.232,355.55,31.4,35.4,70.0,34.4,0.31,98.67,4201
1,326,3.156,347.17,99.37,37.9,59.8,74.1,0.99,98.65,3302
1,327,3.228,355.12,43.46,46.1,69.8,29.5,0.43,98.65,3409
1,328,3.238,356.17,94.31,34.1,80.5,26.9,0.94,98.65,3516
1,329,3.207,352.72,34.45,31.2,64.5,43.6,0.34,98.64,3701
1,330,3.173,349.02,62.87,26.9,60.0,68.9,0.63,98.64,3608
1,331,3.256,358.14,28.35,28.9,76.7,30.8,0.28,98.64,3889
1,332,3.243,356.76,57.97,24.1,77.0,32.3,0.58,98.63,4127
1,333,3.197,351.63,95.34,29.1,68.9,43.1,0.95,98.63,4006
1,334,3.242,356.61,31.35,22.3,73.5,39.3,0.31,98.63,4191
1,335,3.225,354.78,49.51,46.7,70.9,39.0,0.5,98.62,4137
1,336,3.241,356.49,28.23,26.9,72.3,35.6,0.28,98.62,4189
1,337,3.216,353.75,45.5,33.9,67.7,39.1,0.45,98.62,4189
1,338,3.25,357.54,24.18,30.8,74.2,30.7,0.24,98.61,4188
1,339,3.26,358.59,43.06,42.0,80.3,21.5,0.43,98.61,4188
1,340,3.217,353.83,34.33,45.7,67.0,43.0,0.34,98.61,4187
1,341,3.219,354.09,40.07,45.9,68.0,39.2,0.4,98.6,4185
1,342,3.221,354.35,99.04,34.5,75.4,30.4,0.99,98.6,4184
1,343,3.241,356.51,41.88,26.0,74.2,35.9,0.42,98.6,4184
1,344,3.221,354.33,42.75,44.0,68.6,36.9,0.43,98.59,4183
1,345,3.236,356.01,41.73,37.2,72.1,29.4,0.42,98.59,4182
1,346,3.258,358.37,22.44,43.5,76.4,28.2,0.22,98.59,4182
1,347,3.225,354.74,47.66,42.8,70.2,36.4,0.48,98.58,4181
1,348,3.18,349.8,50.77,44.0,60.4,64.2,0.51,98.57,4178
1,349,3.175,349.22,64.73,43.3,60.5,65.1,0.65,98.56,3473
1,350,3.253,357.88,42.1,45.8,77.8,26.4,0.42,98.55,3623
1,351,3.232,355.48,58.41,32.5,73.4,34.6,0.58,98.55,3766
1,352,3.226,354.86,49.19,40.6,70.1,31.0,0.49,98.55,3871
1,353,3.256,358.14,27.4,37.5,76.9,34.6,0.27,98.54,4078
1,354,3.244,356.82,31.51,46.4,74.1,39.6,0.32,98.54,4082
1,355,3.263,358.93,28.62,39.7,79.2,26.7,0.29,98.54,4171
1,356,3.225,354.75,46.44,36.1,69.7,33.7,0.46,98.54,4170
1,357,3.228,355.09,34.32,41.0,70.3,43.4,0.34,98.53,4170
1,358,3.184,350.27,47.61,32.1,61.0,59.9,0.48,98.53,4168
1,359,3.241,356.49,34.46,33.5,74.0,43.2,0.34,98.52,4168
1,360,3.264,359.05,22.08,44.2,78.6,27.7,0.22,98.52,4167
1,361,3.233,355.68,49.59,39.7,73.7,42.9,0.5,98.51,4166
1,362,3.188,350.71,52.14,24.0,62.9,65.2,0.52,98.51,4165
1,363,3.25,357.51,31.77,44.3,75.8,37.0,0.32,98.51,4164
1,364,3.228,355.08,42.22,38.9,70.0,33.0,0.42,98.5,4163
1,365,3.223,354.51,89.52,45.4,74.3,27.0,0.9,98.5,4162
1,366,3.196,351.55,103.15,31.7,69.4,40.8,1.03,98.49,4161
1,367,3.22,354.16,31.13,29.0,67.1,39.5,0.31,98.49,4160
1,368,3.23,355.32,37.3,45.2,70.0,33.3,0.37,98.49,4159
1,369,3.246,357.02,26.47,25.8,73.3,33.4,0.26,98.48,4159
1,370,3.258,358.43,34.41,27.0,78.3,21.6,0.34,98.48,4159
1,371,3.256,358.19,27.39,46.1,77.0,34.4,0.27,98.48,4158
1,372,3.252,357.75,35.09,24.8,76.6,32.2,0.35,98.48,4158
1,373,3.229,355.22,35.16,29.8,70.9,44.3,0.35,98.48,4157
1,374,3.267,359.32,34.61,37.0,81.5,25.0,0.35,98.47,4157
1,375,3.258,358.42,21.25,21.4,76.3,26.6,0.21,98.47,4156
1,376,3.238,356.23,26.32,39.3,71.1,33.2,0.26,98.47,4156
1,377,3.218,353.98,99.96,45.8,75.0,36.4,1.0,98.46,4154
1,378,3.267,359.33,23.48,41.1,79.8,29.7,0.23,98.46,4153
1,379,3.17,348.66,54.3,41.2,58.0,67.6,0.54,98.45,4150
1,380,3.249,357.44,31.24,29.5,75.8,39.2,0.31,98.44,4150
1,381,3.227,354.98,37.31,31.3,70.8,46.8,0.37,98.44,4149
1,382,3.232,355.48,44.8,33.8,71.0,29.3,0.45,98.44,4149
1,383,3.236,355.97,27.86,45.2,70.3,31.0,0.28,98.44,4148
1,384,3.233,355.58,61.88,45.4,73.3,24.7,0.62,98.43,4147
1,385,3.22,354.23,53.8,36.0,69.7,36.9,0.54,98.43,4146
1,386,3.184,350.2,46.8,41.5,60.7,59.4,0.47,98.42,4144
1,387,3.201,352.14,48.27,47.8,66.0,60.6,0.48,98.41,3750
1,388,3.214,353.59,51.72,35.0,69.0,46.8,0.52,98.4,3749
1,389,3.248,357.29,41.07,28.7,75.8,29.0,0.41,98.4,4020
1,390,3.238,356.22,35.46,37.0,72.5,35.3,0.35,98.4,4140
1,391,3.225,354.71,53.39,29.3,72.0,45.8,0.53,98.4,4139
1,392,3.192,351.16,46.16,44.5,63.0,57.5,0.46,98.39,3885
1,393,3.183,350.1,100.3,48.3,66.6,52.8,1.0,98.37,3031
1,394,3.249,357.36,26.43,32.7,74.3,33.2,0.26,98.37,3258
1,395,3.212,353.27,43.09,47.9,67.6,50.7,0.43,98.36,3111
1,396,3.225,354.71,36.55,45.3,69.0,38.7,0.37,98.35,3183
1,397,3.208,352.88,53.03,38.9,66.9,42.7,0.53,98.35,3204
1,398,3.252,357.69,31.81,43.1,75.9,31.6,0.32,98.35,3373
1,399,3.234,355.71,46.49,34.3,73.5,43.6,0.46,98.34,3450
1,400,3.182,350.04,94.41,39.3,65.1,45.2,0.94,98.33,3187
